user_id,posted,item_id,playtime_forever,genres
gsgamingbr,2014,49520,1303.0,"['Action', 'RPG']"
gsgamingbr,2014,24240,136.0,['Action']
gsgamingbr,2014,620,887.0,"['Action', 'Adventure']"
kanarya08,2015,219830,38740.0,"['Action', 'Indie']"
kanarya08,2013,8930,10345.0,['Strategy']
FinNaLe,2015,730,23532.0,['Action']
mrrockerz,2014,1250,10006.0,['Action']
Howlapus,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
My_Immortal,2015,8930,10345.0,['Strategy']
My_Immortal,2015,200510,3478.0,['Strategy']
teachmehowtosoli,2015,237930,154.0,"['Action', 'Indie', 'RPG']"
teachmehowtosoli,2015,49520,1303.0,"['Action', 'RPG']"
teachmehowtosoli,2015,245170,107.0,"['Action', 'Indie']"
teachmehowtosoli,2013,31280,206.0,"['Casual', 'Sports']"
teachmehowtosoli,2015,334230,143.0,"['Indie', 'RPG', 'Strategy']"
teachmehowtosoli,2015,730,23532.0,['Action']
teachmehowtosoli,2013,107100,640.0,"['Action', 'Indie', 'RPG']"
teachmehowtosoli,2015,398100,40.0,"['Casual', 'Indie']"
Razzzzzzzzzzzzzzzzzzzzzz,2015,236370,496.0,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']"
Razzzzzzzzzzzzzzzzzzzzzz,2015,252950,969.0,"['Action', 'Indie', 'Racing', 'Sports']"
pleasedontvotefortrump,2015,550,1474.0,['Action']
pleasedontvotefortrump,2014,620,887.0,"['Action', 'Adventure']"
pleasedontvotefortrump,2013,50,178.0,['Action']
lmn8rx,2014,34900,39.0,['Indie']
lmn8rx,2013,49600,127.0,"['Action', 'Casual', 'Indie']"
lmn8rx,2013,39140,2896.0,['RPG']
DieMadchenschanderin,2015,346110,1.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
ChakaYourLaka,2015,730,23532.0,['Action']
DEANOXHILL,2015,730,23532.0,['Action']
TheRealMeatyMate,2013,24240,136.0,['Action']
TheRealMeatyMate,2014,70,108.0,['Action']
TheRealMeatyMate,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
TheRealMeatyMate,2013,280,192.0,['Action']
samuelx5,2015,266210,377.0,"['Indie', 'RPG']"
76561198056693884,2014,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
GoodLooser,2014,238460,407.0,"['Action', 'Adventure', 'Casual', 'Indie']"
lennysan,2015,311210,11236.0,"['Action', 'Adventure']"
ZeikoJoestar,2015,291480,17.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
ZeikoJoestar,2014,239660,1.0,"['Action', 'Free to Play']"
ZeikoJoestar,2014,264380,103.0,['Indie']
ZeikoJoestar,2014,4000,412.0,"['Indie', 'Simulation']"
hermannwolffen25,2014,203290,35.0,"['Action', 'Free to Play']"
hermannwolffen25,2014,301520,38.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
76561198098482126,2015,550,1474.0,['Action']
76561198098482126,2014,4000,412.0,"['Indie', 'Simulation']"
76561198098482126,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
76561198059286499,2014,17410,356.0,"['Action', 'Adventure']"
76561198059286499,2013,730,23532.0,['Action']
76561198059286499,2013,200260,100.0,"['Action', 'Adventure']"
PotatoSaun,2015,391540,395.0,"['Indie', 'RPG']"
PotatoSaun,2015,265630,305.0,"['Action', 'Free to Play', 'Indie']"
stevenw-s,2015,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
Videogamedunderly,2015,404480,3.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation']"
Videogamedunderly,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
Videogamedunderly,2013,8190,3083.0,"['Action', 'Adventure']"
Mrbrightside_kent,2015,271590,9119.0,"['Action', 'Adventure']"
finnzag1,2014,248390,80.0,"['Indie', 'RPG', 'Simulation', 'Strategy']"
snakrobotza3,2014,550,1474.0,['Action']
snakrobotza3,2015,255710,246.0,"['Simulation', 'Strategy']"
snakrobotza3,2015,4000,412.0,"['Indie', 'Simulation']"
ANIMEPUSSY,2015,245170,107.0,"['Action', 'Indie']"
ANIMEPUSSY,2015,250760,166.0,"['Action', 'Adventure', 'Indie']"
ANIMEPUSSY,2015,247730,44.0,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
Jupacka,2013,240,1853.0,['Action']
76561198048088970,2015,248820,272.0,"['Action', 'Indie', 'RPG']"
76561198048088970,2015,224540,83.0,"['Action', 'Indie']"
76561198048088970,2015,107100,640.0,"['Action', 'Indie', 'RPG']"
76561198094413234,2015,417860,15.0,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']"
76561198094413234,2013,24240,136.0,['Action']
linlinlay,2015,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
linlinlay,2015,391540,395.0,"['Indie', 'RPG']"
rarejapan,2014,224580,68.0,"['Action', 'Simulation', 'Strategy']"
rarejapan,2014,209870,623.0,"['Action', 'Free to Play']"
rarejapan,2013,730,23532.0,['Action']
76561198081530329,2013,47410,19.0,"['Free to Play', 'Massively Multiplayer', 'Strategy']"
borgsy2revampedTV,2015,13230,1668.0,['Action']
borgsy2revampedTV,2015,282440,327.0,['Action']
borgsy2revampedTV,2015,206420,1943.0,"['Action', 'Adventure']"
waruikaijin,2015,340170,170.0,"['Action', 'RPG']"
waruikaijin,2015,39120,2401.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
waruikaijin,2015,730,23532.0,['Action']
waruikaijin,2015,323470,643.0,['Action']
Jasrad,2014,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
Jasrad,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
Jasrad,2014,730,23532.0,['Action']
Jasrad,2014,20920,1343.0,['RPG']
Jasrad,2014,243470,1555.0,"['Action', 'Adventure']"
Jasrad,2014,209160,423.0,['Action']
76561198119691766,2015,730,23532.0,['Action']
76561198119691766,2015,346110,1.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
76561198068538206,2015,730,23532.0,['Action']
18082001,2015,730,23532.0,['Action']
18082001,2015,227300,551.0,"['Indie', 'Simulation']"
76561198062336903,2015,200210,99.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
ifyourreadingthisgetdunkedon,2015,270210,138.0,['Indie']
ifyourreadingthisgetdunkedon,2014,4000,412.0,"['Indie', 'Simulation']"
imonyouutube,2013,212480,107.0,"['Racing', 'Sports']"
imonyouutube,2013,35140,727.0,"['Action', 'Adventure']"
imonyouutube,2014,207140,330.0,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']"
imonyouutube,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
PritchardGSD,2014,228380,11.0,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
PritchardGSD,2014,249630,203.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
PritchardGSD,2014,298600,269.0,"['Action', 'Indie']"
PritchardGSD,2014,34030,60.0,['Strategy']
PritchardGSD,2014,287980,584.0,"['Indie', 'Simulation', 'Strategy']"
PritchardGSD,2013,235800,73.0,['Indie']
PritchardGSD,2013,221380,182.0,['Strategy']
PritchardGSD,2012,113200,1494.0,"['Action', 'Adventure', 'Indie', 'RPG']"
sam_mindyourbuisnesslove,2015,48700,1024.0,"['Action', 'RPG']"
sam_mindyourbuisnesslove,2015,304050,378.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
76561198054772649,2015,730,23532.0,['Action']
76561198069254820,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198069254820,2015,730,23532.0,['Action']
76561198069254820,2014,286340,4566.0,"['Adventure', 'Indie']"
76561198069254820,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
MrProvidings,2014,223470,114.0,"['Action', 'Adventure', 'Indie']"
MrProvidings,2014,1280,55.0,"['Action', 'Simulation']"
Gaben_Z,2015,391540,395.0,"['Indie', 'RPG']"
Gaben_Z,2015,377160,2001.0,['RPG']
Gaben_Z,2013,8930,10345.0,['Strategy']
6golf6,2014,99900,45.0,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
mayshowganmore,2014,10,6.0,['Action']
mayshowganmore,2014,550,1474.0,['Action']
tzarius,2015,303210,83.0,"['Adventure', 'Indie']"
tzarius,2014,219890,80.0,"['Adventure', 'Indie']"
insenzato,2013,4000,412.0,"['Indie', 'Simulation']"
HunterSLAYERR,2013,1250,10006.0,['Action']
secretmessage6969,2014,8190,3083.0,"['Action', 'Adventure']"
Cydran,2014,263760,47.0,"['Action', 'Indie', 'Simulation']"
Cydran,2014,246580,176.0,['Action']
Cydran,2014,200710,459.0,"['Action', 'Adventure', 'Indie', 'RPG']"
Cydran,2014,224760,73.0,['Indie']
wolop,2011,4000,412.0,"['Indie', 'Simulation']"
fattyahead,2015,320760,705.0,['Adventure']
fattyahead,2014,22650,100.0,['Action']
76561198067546287,2015,730,23532.0,['Action']
76561198067546287,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
76561198067546287,2015,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
76561198067546287,2014,4000,412.0,"['Indie', 'Simulation']"
GaffyAreAwesome,2014,4000,412.0,"['Indie', 'Simulation']"
LTHW,2015,4000,412.0,"['Indie', 'Simulation']"
LTHW,2015,6860,78.0,['Action']
LTHW,2015,346010,464.0,"['Indie', 'Simulation', 'Early Access']"
LTHW,2015,730,23532.0,['Action']
76561198044060397,2015,354240,23.0,"['Casual', 'Indie']"
76561198044060397,2014,263420,127.0,"['Action', 'Casual', 'Indie', 'Sports']"
76561198044060397,2014,242680,62.0,"['Action', 'Indie', 'RPG']"
piepai,2015,290730,8920.0,"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
76561198057953245,2015,730,23532.0,['Action']
76561198036780547,2014,550,1474.0,['Action']
76561198076240240,2014,730,23532.0,['Action']
12312312332123,2015,268650,478.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']"
12312312332123,2015,301520,38.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
76561198047630659,2015,230410,1381.0,"['Action', 'Free to Play']"
HeadShootPlay,2015,730,23532.0,['Action']
DeathInTheAfternoon,2014,51100,7.0,"['Action', 'Free to Play']"
DeathInTheAfternoon,2013,200210,99.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
Keemstarisgoat,2014,730,23532.0,['Action']
GAMESNIPERSTUDIOS,2014,250340,1088.0,"['Action', 'Indie', 'Simulation']"
76561198098088298,2014,21000,17.0,"['Action', 'Adventure']"
76561198098088298,2014,33900,8.0,"['Action', 'Simulation', 'Strategy']"
76561198098088298,2014,237630,219.0,"['Action', 'Adventure', 'Casual']"
76561198098088298,2014,209160,423.0,['Action']
MIMMATA,2015,242760,118.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
MIMMATA,2015,323470,643.0,['Action']
MIMMATA,2012,204300,499.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
BrookeAH,2015,274940,1584.0,"['Action', 'Indie']"
darkking2098,2014,4000,412.0,"['Indie', 'Simulation']"
darkking2098,2014,209870,623.0,"['Action', 'Free to Play']"
darkking2098,2013,7670,633.0,"['Action', 'RPG']"
darkking2098,2013,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
76561198073280697,2014,220240,182.0,"['Action', 'Adventure']"
76561198073280697,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198006896411,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198006896411,2015,730,23532.0,['Action']
76561198006896411,2015,232090,6494.0,['Action']
76561198006896411,2015,291650,4155.0,['RPG']
76561198006896411,2015,234140,134.0,"['Action', 'Adventure']"
topkekhehe,2013,9420,397.0,['Strategy']
topkekhehe,2014,201790,406.0,"['Action', 'Indie', 'Strategy']"
76561198046777861,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
Taithius,2014,252030,223.0,"['Action', 'Indie', 'RPG']"
76561198043319694,2014,550,1474.0,['Action']
76561198054605641,2015,209000,1412.0,"['Action', 'Adventure']"
76561198054605641,2015,223470,114.0,"['Action', 'Adventure', 'Indie']"
76561198054605641,2015,200260,100.0,"['Action', 'Adventure']"
SitteNKitteNMitteN,2014,730,23532.0,['Action']
oldsauce,2014,268750,983.0,"['Action', 'Adventure', 'Indie', 'RPG']"
oldsauce,2015,322330,420.0,"['Adventure', 'Indie', 'Simulation']"
oldsauce,2013,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
76561198057519270,2015,287100,41.0,"['Action', 'Indie']"
76561198057519270,2014,211820,67.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
___Plasma___,2014,289650,1974.0,"['Action', 'Adventure']"
76561198081026741,2015,730,23532.0,['Action']
wer38,2015,4000,412.0,"['Indie', 'Simulation']"
Wallfinstein,2013,620,887.0,"['Action', 'Adventure']"
Wallfinstein,2014,202970,671.0,['Action']
Wallfinstein,2015,287920,191.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
Wallfinstein,2015,346900,60.0,"['Casual', 'Free to Play', 'Indie']"
Wallfinstein,2015,230410,1381.0,"['Action', 'Free to Play']"
Wallfinstein,2013,219150,218.0,"['Action', 'Indie']"
UberScapE,2014,247000,33.0,"['Indie', 'RPG', 'Strategy']"
UberScapE,2014,4580,375.0,['Strategy']
UberScapE,2014,223830,523.0,"['Indie', 'Simulation', 'Strategy']"
UberScapE,2014,245620,151.0,"['RPG', 'Simulation', 'Strategy']"
QueenJesus,2015,322330,420.0,"['Adventure', 'Indie', 'Simulation']"
momsspaghetti313,2014,242760,118.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
76561198052591219,2014,550,1474.0,['Action']
communiggersunite,2015,34900,39.0,['Indie']
communiggersunite,2015,391540,395.0,"['Indie', 'RPG']"
BestinTheWorldThund3r,2013,360,1.0,['Action']
BestinTheWorldThund3r,2015,271590,9119.0,"['Action', 'Adventure']"
BestinTheWorldThund3r,2014,220240,182.0,"['Action', 'Adventure']"
BestinTheWorldThund3r,2013,4000,412.0,"['Indie', 'Simulation']"
BestinTheWorldThund3r,2014,10,6.0,['Action']
76561198057065903,2014,222880,3031.0,"['Action', 'Indie', 'Strategy']"
76561198056401881,2015,389570,70.0,"['Free to Play', 'Simulation']"
76561198056401881,2014,319510,14.0,"['Indie', 'Simulation']"
76561198056401881,2014,49520,1303.0,"['Action', 'RPG']"
minecast24,2015,243800,59.0,"['Action', 'Racing', 'Sports']"
minecast24,2015,4000,412.0,"['Indie', 'Simulation']"
minecast24,2014,235800,73.0,['Indie']
095732,2015,216150,508.0,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
Gayleri,2015,304030,189.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
76561198092473445,2014,206420,1943.0,"['Action', 'Adventure']"
76561198092473445,2013,99900,45.0,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
76561198092473445,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
dandeshit,2014,238320,417.0,"['Action', 'Adventure', 'Indie']"
76561198088082495,2015,1250,10006.0,['Action']
76561198071297495,2014,50300,296.0,"['Action', 'Adventure']"
Luk_muller24,2015,221380,182.0,['Strategy']
Luk_muller24,2015,203140,227.0,['Action']
Luk_muller24,2015,204360,114.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
Luk_muller24,2015,17390,3565.0,['Simulation']
Luk_muller24,2015,250400,58.0,"['Action', 'Adventure', 'RPG']"
Luk_muller24,2014,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
76561198018293914,2014,18820,153.0,"['Action', 'Indie', 'Racing', 'Sports']"
GUNIME,2015,222880,3031.0,"['Action', 'Indie', 'Strategy']"
GUNIME,2015,298110,575.0,"['Action', 'Adventure']"
76561198073504291,2015,239140,669.0,"['Action', 'RPG']"
76561198025732569,2015,273350,58.0,"['Action', 'Free to Play']"
111222333444555666888,2015,307880,40.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
111222333444555666888,2015,8870,2084.0,['Action']
111222333444555666888,2015,307880,40.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
111222333444555666888,2015,8870,2084.0,['Action']
76561198077032945,2015,107100,640.0,"['Action', 'Indie', 'RPG']"
76561198077032945,2015,304050,378.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
76561198077032945,2014,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
LASSO133,2015,355180,87.0,"['Action', 'Free to Play']"
LASSO133,2015,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
LASSO133,2015,233450,24.0,"['Indie', 'Simulation', 'Strategy']"
LASSO133,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
76561198062537635,2014,219640,339.0,"['Action', 'Indie']"
76561198062537635,2012,204100,140.0,['Action']
10Degree,2015,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
10Degree,2015,351990,16.0,"['Casual', 'Indie', 'Racing']"
10Degree,2015,4000,412.0,"['Indie', 'Simulation']"
10Degree,2015,730,23532.0,['Action']
10Degree,2015,270450,347.0,"['Action', 'Indie', 'Sports']"
Fishfacecupcake,2014,238460,407.0,"['Action', 'Adventure', 'Casual', 'Indie']"
Andydds,2013,550,1474.0,['Action']
76561198090150367,2015,32370,5.0,"['Adventure', 'RPG']"
11XGX,2015,224540,83.0,"['Action', 'Indie']"
11XGX,2014,208090,191.0,"['Action', 'Free to Play', 'Indie']"
76561198066067219,2014,250900,329.0,['Action']
76561198066067219,2014,224260,327.0,"['Action', 'Free to Play', 'Indie']"
76561198013524144,2014,254700,1581.0,"['Action', 'Adventure']"
LifeOfPeder,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
LifeOfPeder,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
LifeOfPeder,2013,211820,67.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
acualyisdolan,2013,113200,1494.0,"['Action', 'Adventure', 'Indie', 'RPG']"
76561197971059162,2014,107410,67.0,"['Action', 'Simulation', 'Strategy']"
76561197971059162,2013,219640,339.0,"['Action', 'Indie']"
76561198072798256,2015,248820,272.0,"['Action', 'Indie', 'RPG']"
GameFreak2401,2015,730,23532.0,['Action']
GameFreak2401,2015,230410,1381.0,"['Action', 'Free to Play']"
GameFreak2401,2015,113400,267.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
GameFreak2401,2014,301520,38.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
Blokniper,2014,200260,100.0,"['Action', 'Adventure']"
Blokniper,2014,330830,1030.0,['Adventure']
Blokniper,2012,204300,499.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
sparkmastertape,2013,730,23532.0,['Action']
xX420BlazeItNoScopeXx,2015,247730,44.0,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']"
erangaea,2013,620,887.0,"['Action', 'Adventure']"
erangaea,2013,620,887.0,"['Action', 'Adventure']"
76561198095149792,2013,209160,423.0,['Action']
2sBs,2014,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
2sBs,2013,620,887.0,"['Action', 'Adventure']"
2sBs,2013,4000,412.0,"['Indie', 'Simulation']"
2sBs,2013,730,23532.0,['Action']
2sBs,2014,207610,798.0,['Adventure']
2sBs,2014,265930,95.0,"['Casual', 'Indie', 'Simulation']"
DestinyzFate,2014,730,23532.0,['Action']
kaiharder,2015,271590,9119.0,"['Action', 'Adventure']"
ryno69445,2014,316260,278.0,"['Action', 'Adventure']"
ryno69445,2014,260160,201.0,"['Action', 'Adventure', 'Indie']"
ryno69445,2014,278360,330.0,"['Adventure', 'Casual', 'Indie']"
ryno69445,2014,104900,120.0,"['Action', 'Adventure', 'Indie', 'RPG']"
4321louis,2015,312990,16.0,"['Action', 'Adventure', 'Free to Play', 'Indie']"
76561198097881853,2014,263280,446.0,"['Adventure', 'Racing', 'Simulation']"
76561198070155006,2014,261030,567.0,['Adventure']
5p1d3r5,2015,232430,168.0,"['Adventure', 'Indie']"
76561198085255228,2015,730,23532.0,['Action']
76561198003546877,2014,228380,11.0,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']"
76561198003546877,2012,205100,1429.0,"['Action', 'Adventure']"
76561198003546877,2012,48700,1024.0,"['Action', 'RPG']"
76561198053145578,2015,289650,1974.0,"['Action', 'Adventure']"
YouAreDedNottaBigSoupPrice,2014,730,23532.0,['Action']
YouAreDedNottaBigSoupPrice,2015,248570,54.0,"['Action', 'Free to Play', 'Indie', 'Strategy']"
YouAreDedNottaBigSoupPrice,2014,300,4733.0,['Action']
haoliu98,2015,355840,86.0,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Early Access']"
haoliu98,2015,264380,103.0,['Indie']
haoliu98,2015,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
haoliu98,2015,224260,327.0,"['Action', 'Free to Play', 'Indie']"
dotcomplicated,2015,322170,154.0,"['Action', 'Indie']"
puddingtip,2014,730,23532.0,['Action']
zoozles,2015,730,23532.0,['Action']
zoozles,2014,219640,339.0,"['Action', 'Indie']"
76561198081511281,2014,265930,95.0,"['Casual', 'Indie', 'Simulation']"
76561198081511281,2013,218680,195.0,"['Adventure', 'Casual', 'Strategy']"
rustyspoon14,2014,730,23532.0,['Action']
TiddlysWink,2015,730,23532.0,['Action']
dirklah,2014,238460,407.0,"['Action', 'Adventure', 'Casual', 'Indie']"
MrRedo10,2015,271590,9119.0,"['Action', 'Adventure']"
kharmakazi,2014,47810,41.0,['RPG']
kharmakazi,2014,35140,727.0,"['Action', 'Adventure']"
76561198081869264,2014,49520,1303.0,"['Action', 'RPG']"
DODOPERRA,2015,298240,14.0,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation']"
76561198015511443,2014,258180,193.0,"['Action', 'Adventure', 'RPG']"
Diabolum,2015,362890,338.0,"['Action', 'Adventure', 'Indie', 'Early Access']"
Diabolum,2015,400,173.0,['Action']
Diabolum,2015,304930,54.0,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']"
Diabolum,2015,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
Diabolum,2015,220,696.0,['Action']
jacob8866,2015,220160,2523.0,"['Action', 'Racing']"
76561198086846878,2013,224260,327.0,"['Action', 'Free to Play', 'Indie']"
payback_theheist,2015,369580,264.0,['Casual']
WhiteRavinx,2014,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
CoolasFcuk,2015,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
barbas1,2013,4000,412.0,"['Indie', 'Simulation']"
blaflum_lum,2014,212680,500.0,"['Indie', 'Simulation', 'Strategy']"
blaflum_lum,2014,264200,119.0,"['Action', 'Casual', 'Indie']"
76561198055552726,2014,242860,120.0,"['Action', 'Indie', 'Strategy']"
76561197992670186,2014,219150,218.0,"['Action', 'Indie']"
76561197992670186,2014,211820,67.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
thecakeisALy,2014,730,23532.0,['Action']
76561198160501969,2015,730,23532.0,['Action']
76561198010391123,2015,221100,1005.0,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']"
76561198010391123,2014,242760,118.0,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']"
76561198010391123,2014,261030,567.0,['Adventure']
76561198010391123,2014,220200,120.0,"['Indie', 'Simulation']"
mr_cat,2015,335240,8.0,"['Free to Play', 'Indie', 'Massively Multiplayer']"
mr_cat,2015,252490,219.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
76561198061639357,2015,236850,89.0,"['Simulation', 'Strategy']"
76561198032570194,2015,318130,148.0,"['Indie', 'RPG']"
76561198032570194,2014,289130,593.0,"['RPG', 'Strategy']"
Hoovyspenser,2015,9480,30.0,['Action']
Hoovyspenser,2015,24240,136.0,['Action']
Hoovyspenser,2014,286100,43.0,"['Action', 'Indie']"
Hoovyspenser,2014,400,173.0,['Action']
76561198053183010,2015,105600,772.0,"['Action', 'Adventure', 'Indie', 'RPG']"
BulbLight_,2014,265930,95.0,"['Casual', 'Indie', 'Simulation']"
a4nic8er,2013,230700,339.0,"['Action', 'Adventure', 'Indie']"
a4nic8er,2013,204240,42.0,"['Casual', 'Indie', 'Strategy']"
a4nic8er,2012,208140,72.0,['Strategy']
a4nic8er,2011,22330,230.0,['RPG']
12391939123,2013,4000,412.0,"['Indie', 'Simulation']"
aaronryuchi,2014,238010,2176.0,"['Action', 'RPG']"
aaronryuchi,2014,102500,405.0,"['Action', 'RPG']"
rimisaccount,2013,235800,73.0,['Indie']
76561198090867859,2014,4000,412.0,"['Indie', 'Simulation']"
Abominog6,2014,7520,73.0,['RPG']
TheBluePyro,2014,286080,68.0,"['Action', 'Adventure', 'Free to Play', 'Indie']"
rakeial,2015,252950,969.0,"['Action', 'Indie', 'Racing', 'Sports']"
76561198068666800,2014,214490,279.0,['Action']
76561198068666800,2013,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
76561198068666800,2014,6060,37.0,['Action']
AzuriteBurst,2015,215100,161.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
AzuriteBurst,2014,23310,44.0,['RPG']
76561198065388255,2014,230410,1381.0,"['Action', 'Free to Play']"
hugh244,2015,346110,1.0,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']"
hugh244,2014,48700,1024.0,"['Action', 'RPG']"
hugh244,2012,24740,23.0,['Racing']
hugh244,2012,4000,412.0,"['Indie', 'Simulation']"
76561198089228252,2015,232090,6494.0,['Action']
76561198040104199,2014,206440,61.0,"['Adventure', 'Indie', 'RPG']"
76561198040104199,2013,212680,500.0,"['Indie', 'Simulation', 'Strategy']"
76561198040104199,2012,218230,51.0,"['Action', 'Free to Play', 'Massively Multiplayer']"
76561198040104199,2014,238010,2176.0,"['Action', 'RPG']"
ActionMedic,2014,65800,130.0,"['Action', 'Indie', 'RPG', 'Strategy']"
ActionMedic,2014,327890,34.0,"['Action', 'Adventure', 'Indie', 'Simulation']"
ActionMedic,2015,380,168.0,['Action']
ActionMedic,2014,270550,219.0,"['Action', 'Casual', 'Indie', 'Strategy']"
ActionMedic,2014,8190,3083.0,"['Action', 'Adventure']"
ActionMedic,2013,550,1474.0,['Action']
76561198067306981,2015,354140,85.0,"['Action', 'Indie', 'Simulation']"
adman44532,2015,204360,114.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
adman44532,2013,200210,99.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']"
marko101,2013,207610,798.0,['Adventure']
marko101,2015,271590,9119.0,"['Action', 'Adventure']"
